[2025-11-01 01:06:01,282] INFO 5 changes detected
[2025-11-03 03:32:27,280] INFO 1 change detected
[2025-11-03 03:32:27,697] INFO 1 change detected
[2025-11-03 03:32:28,067] INFO 1 change detected
[2025-11-03 03:32:28,474] INFO 1 change detected
[2025-11-03 03:32:28,879] INFO 1 change detected
[2025-11-03 03:32:29,285] INFO 1 change detected
[2025-11-03 03:32:29,689] INFO 1 change detected
[2025-11-03 03:32:30,099] INFO 1 change detected
[2025-11-03 03:32:30,517] INFO 1 change detected
[2025-11-03 03:32:30,924] INFO 1 change detected
[2025-11-03 03:32:31,328] INFO 1 change detected
[2025-11-03 03:32:31,744] INFO 1 change detected
[2025-11-03 03:32:32,150] INFO 1 change detected
[2025-11-03 03:32:32,515] INFO 1 change detected
[2025-11-03 03:32:32,925] INFO 1 change detected
[2025-11-03 03:32:33,329] INFO 1 change detected
[2025-11-03 03:32:33,738] INFO 1 change detected
[2025-11-03 03:32:34,147] INFO 1 change detected
[2025-11-03 03:32:34,549] INFO 1 change detected
[2025-11-03 03:32:34,953] INFO 1 change detected
[2025-11-03 03:32:35,359] INFO 1 change detected
[2025-11-03 03:32:35,724] INFO 1 change detected
[2025-11-03 03:32:36,129] INFO 1 change detected
[2025-11-03 03:32:36,534] INFO 1 change detected
[2025-11-03 03:32:36,940] INFO 1 change detected
[2025-11-03 03:32:37,357] INFO 1 change detected
[2025-11-03 03:32:37,725] INFO 1 change detected
[2025-11-03 03:32:38,133] INFO 1 change detected
[2025-11-03 03:32:38,536] INFO 1 change detected
[2025-11-03 03:32:38,945] INFO 1 change detected
[2025-11-03 03:32:39,352] INFO 1 change detected
[2025-11-03 03:32:39,758] INFO 1 change detected
[2025-11-03 03:32:40,160] INFO 1 change detected
[2025-11-03 03:32:40,564] INFO 1 change detected
[2025-11-03 03:32:40,983] INFO 1 change detected
[2025-11-03 03:32:41,351] INFO 1 change detected
[2025-11-03 03:32:41,758] INFO 1 change detected
[2025-11-03 03:32:42,162] INFO 1 change detected
[2025-11-03 03:32:42,567] INFO 1 change detected
[2025-11-03 03:32:42,973] INFO 1 change detected
[2025-11-03 03:32:43,428] INFO 27 changes detected
[2025-11-03 03:32:43,931] INFO 1 change detected
[2025-11-03 03:32:44,344] INFO 1 change detected
[2025-11-03 03:32:44,749] INFO 1 change detected
[2025-11-03 03:32:45,167] INFO 1 change detected
[2025-11-03 03:32:45,571] INFO 1 change detected
[2025-11-03 03:32:45,992] INFO 1 change detected
[2025-11-03 03:32:46,397] INFO 1 change detected
[2025-11-03 03:32:46,815] INFO 1 change detected
[2025-11-03 03:32:47,179] INFO 1 change detected
[2025-11-03 03:32:47,589] INFO 1 change detected
[2025-11-03 03:32:48,009] INFO 1 change detected
[2025-11-03 03:32:48,375] INFO 1 change detected
[2025-11-03 03:32:48,784] INFO 1 change detected
[2025-11-03 03:32:49,190] INFO 1 change detected
[2025-11-03 03:32:49,593] INFO 1 change detected
[2025-11-03 03:32:50,048] INFO 1 change detected
[2025-11-03 03:32:50,414] INFO 1 change detected
[2025-11-03 03:32:50,821] INFO 1 change detected
[2025-11-03 03:32:51,239] INFO 1 change detected
[2025-11-03 03:32:51,645] INFO 1 change detected
[2025-11-03 03:32:52,051] INFO 1 change detected
[2025-11-03 03:32:52,454] INFO 1 change detected
[2025-11-03 03:32:52,821] INFO 1 change detected
[2025-11-03 03:32:53,230] INFO 1 change detected
[2025-11-03 03:32:53,649] INFO 1 change detected
[2025-11-03 03:32:54,053] INFO 1 change detected
[2025-11-03 03:32:54,457] INFO 1 change detected
[2025-11-03 03:32:54,870] INFO 1 change detected
[2025-11-03 03:32:55,286] INFO 1 change detected
[2025-11-03 03:32:55,691] INFO 1 change detected
[2025-11-03 03:32:56,057] INFO 1 change detected
[2025-11-03 03:32:56,464] INFO 1 change detected
[2025-11-03 03:32:56,869] INFO 1 change detected
[2025-11-03 03:32:57,273] INFO 1 change detected
[2025-11-03 03:32:57,676] INFO 1 change detected
[2025-11-03 03:32:58,094] INFO 1 change detected
[2025-11-03 03:32:58,502] INFO 1 change detected
[2025-11-03 03:32:58,906] INFO 1 change detected
[2025-11-03 03:32:59,312] INFO 1 change detected
[2025-11-03 03:32:59,717] INFO 1 change detected
[2025-11-03 03:33:00,124] INFO 1 change detected
[2025-11-03 03:33:00,490] INFO 1 change detected
[2025-11-03 03:33:00,898] INFO 1 change detected
[2025-11-03 03:33:01,317] INFO 1 change detected
[2025-11-03 03:33:01,738] INFO 1 change detected
[2025-11-03 03:33:02,142] INFO 1 change detected
[2025-11-03 03:33:02,496] INFO 1 change detected
[2025-11-03 03:33:02,906] INFO 2 changes detected
[2025-11-03 03:33:03,414] INFO 1 change detected
[2025-11-03 03:33:03,827] INFO 1 change detected
[2025-11-03 03:33:04,233] INFO 1 change detected
[2025-11-03 03:33:04,650] INFO 1 change detected
[2025-11-03 03:33:05,007] INFO 1 change detected
[2025-11-03 03:33:05,412] INFO 1 change detected
[2025-11-03 03:33:05,818] INFO 1 change detected
[2025-11-03 03:33:06,237] INFO 1 change detected
[2025-11-03 03:33:06,641] INFO 1 change detected
[2025-11-03 03:33:07,048] INFO 1 change detected
[2025-11-03 03:33:07,452] INFO 1 change detected
[2025-11-03 03:33:07,859] INFO 1 change detected
[2025-11-03 03:33:08,213] INFO 1 change detected
[2025-11-03 03:33:08,622] INFO 1 change detected
[2025-11-03 03:33:09,029] INFO 1 change detected
[2025-11-03 03:33:09,449] INFO 1 change detected
[2025-11-03 03:33:09,866] INFO 1 change detected
[2025-11-03 03:33:10,284] INFO 1 change detected
[2025-11-03 03:33:10,638] INFO 1 change detected
[2025-11-03 03:33:11,046] INFO 1 change detected
[2025-11-03 03:33:11,464] INFO 1 change detected
[2025-11-03 03:33:11,869] INFO 1 change detected
[2025-11-03 03:33:12,276] INFO 1 change detected
[2025-11-03 03:33:12,679] INFO 1 change detected
[2025-11-03 03:33:13,088] INFO 1 change detected
[2025-11-03 03:33:13,492] INFO 1 change detected
[2025-11-03 03:33:13,897] INFO 1 change detected
[2025-11-03 03:33:14,305] INFO 1 change detected
[2025-11-03 03:33:14,673] INFO 1 change detected
[2025-11-03 03:33:15,085] INFO 1 change detected
[2025-11-03 03:33:15,489] INFO 1 change detected
[2025-11-03 03:33:15,945] INFO 1 change detected
[2025-11-03 03:33:16,309] INFO 1 change detected
[2025-11-03 03:33:16,714] INFO 1 change detected
[2025-11-03 03:33:17,131] INFO 1 change detected
[2025-11-03 03:33:17,549] INFO 1 change detected
[2025-11-03 03:33:17,916] INFO 1 change detected
[2025-11-03 03:33:18,323] INFO 1 change detected
[2025-11-03 03:33:18,743] INFO 1 change detected
[2025-11-03 03:33:19,148] INFO 1 change detected
[2025-11-03 03:33:19,564] INFO 1 change detected
[2025-11-03 03:33:19,983] INFO 1 change detected
[2025-11-03 03:33:20,340] INFO 1 change detected
[2025-11-03 03:33:20,748] INFO 1 change detected
[2025-11-03 03:33:21,152] INFO 1 change detected
[2025-11-03 03:33:21,559] INFO 1 change detected
[2025-11-03 03:33:21,964] INFO 1 change detected
[2025-11-03 03:33:22,368] INFO 1 change detected
[2025-11-03 03:33:22,775] INFO 1 change detected
[2025-11-03 03:33:23,195] INFO 1 change detected
[2025-11-03 03:33:23,600] INFO 1 change detected
[2025-11-03 03:33:24,006] INFO 1 change detected
[2025-11-03 03:33:24,374] INFO 6 changes detected
[2025-11-03 03:33:24,733] INFO 1 change detected
[2025-11-03 03:33:25,088] INFO 1 change detected
[2025-11-03 03:33:25,444] INFO 1 change detected
[2025-11-03 03:33:25,802] INFO 1 change detected
[2025-11-03 03:33:26,162] INFO 1 change detected
[2025-11-03 03:33:26,569] INFO 1 change detected
[2025-11-03 03:33:26,974] INFO 1 change detected
[2025-11-03 03:33:27,342] INFO 1 change detected
[2025-11-03 03:33:27,746] INFO 1 change detected
[2025-11-03 03:33:28,200] INFO 1 change detected
[2025-11-03 03:33:28,566] INFO 1 change detected
[2025-11-03 03:33:28,975] INFO 1 change detected
[2025-11-03 03:33:29,381] INFO 1 change detected
[2025-11-03 03:33:29,783] INFO 1 change detected
[2025-11-03 03:33:30,188] INFO 1 change detected
[2025-11-03 03:33:30,592] INFO 1 change detected
[2025-11-03 03:33:30,997] INFO 1 change detected
[2025-11-03 03:33:31,402] INFO 1 change detected
[2025-11-03 03:33:31,819] INFO 1 change detected
[2025-11-03 03:33:32,230] INFO 1 change detected
[2025-11-03 03:33:32,648] INFO 1 change detected
[2025-11-03 03:33:33,052] INFO 1 change detected
[2025-11-03 03:33:33,459] INFO 1 change detected
[2025-11-03 03:33:33,828] INFO 1 change detected
[2025-11-03 03:33:34,234] INFO 1 change detected
[2025-11-03 03:33:34,639] INFO 1 change detected
[2025-11-03 03:33:35,043] INFO 1 change detected
[2025-11-03 03:33:35,451] INFO 1 change detected
[2025-11-03 03:33:35,867] INFO 1 change detected
[2025-11-03 03:33:36,271] INFO 1 change detected
[2025-11-03 03:33:36,678] INFO 1 change detected
[2025-11-03 03:33:37,185] INFO 1 change detected
[2025-11-03 03:33:37,549] INFO 1 change detected
[2025-11-03 03:33:37,957] INFO 1 change detected
[2025-11-03 03:33:38,361] INFO 1 change detected
[2025-11-03 03:33:38,767] INFO 1 change detected
[2025-11-03 03:33:39,185] INFO 1 change detected
[2025-11-03 03:33:39,593] INFO 1 change detected
[2025-11-03 03:33:39,997] INFO 1 change detected
[2025-11-03 03:33:40,401] INFO 1 change detected
[2025-11-03 03:33:40,807] INFO 1 change detected
[2025-11-03 03:33:41,211] INFO 1 change detected
[2025-11-03 03:33:41,614] INFO 1 change detected
[2025-11-03 03:33:42,020] INFO 1 change detected
[2025-11-03 03:33:42,437] INFO 1 change detected
[2025-11-03 03:33:42,840] INFO 1 change detected
[2025-11-03 03:33:43,243] INFO 1 change detected
[2025-11-03 03:33:43,647] INFO 1 change detected
[2025-11-03 03:33:44,013] INFO 1 change detected
[2025-11-03 03:33:44,423] INFO 1 change detected
[2025-11-03 03:33:44,791] INFO 1 change detected
[2025-11-03 03:33:45,201] INFO 1 change detected
[2025-11-03 03:33:45,621] INFO 1 change detected
[2025-11-03 03:33:46,039] INFO 1 change detected
[2025-11-03 03:33:46,446] INFO 1 change detected
[2025-11-03 03:33:46,848] INFO 1 change detected
[2025-11-03 03:33:47,251] INFO 1 change detected
[2025-11-03 03:33:47,618] INFO 1 change detected
[2025-11-03 03:33:48,028] INFO 1 change detected
[2025-11-03 03:33:48,448] INFO 1 change detected
[2025-11-03 03:33:48,854] INFO 1 change detected
[2025-11-03 03:33:49,273] INFO 1 change detected
[2025-11-03 03:33:49,645] INFO 1 change detected
[2025-11-03 03:33:50,053] INFO 1 change detected
[2025-11-03 03:33:50,458] INFO 1 change detected
[2025-11-03 03:33:50,863] INFO 1 change detected
[2025-11-03 03:33:51,268] INFO 1 change detected
[2025-11-03 03:33:51,636] INFO 1 change detected
[2025-11-03 03:33:51,996] INFO 1 change detected
[2025-11-03 03:33:52,353] INFO 1 change detected
[2025-11-03 03:33:52,710] INFO 1 change detected
[2025-11-03 03:33:53,066] INFO 1 change detected
[2025-11-03 03:33:53,424] INFO 1 change detected
[2025-11-03 03:33:53,783] INFO 1 change detected
[2025-11-03 03:33:54,142] INFO 1 change detected
[2025-11-03 03:33:54,548] INFO 1 change detected
[2025-11-03 03:33:54,952] INFO 1 change detected
[2025-11-03 03:33:55,357] INFO 1 change detected
[2025-11-03 03:33:55,775] INFO 1 change detected
[2025-11-03 03:33:56,146] INFO 1 change detected
[2025-11-03 03:33:56,556] INFO 1 change detected
[2025-11-03 03:33:56,975] INFO 1 change detected
[2025-11-03 03:33:57,379] INFO 1 change detected
[2025-11-03 03:33:57,797] INFO 1 change detected
[2025-11-03 03:33:58,202] INFO 1 change detected
[2025-11-03 03:33:58,607] INFO 1 change detected
[2025-11-03 03:33:58,973] INFO 1 change detected
[2025-11-03 03:33:59,384] INFO 1 change detected
[2025-11-03 03:33:59,789] INFO 1 change detected
[2025-11-03 03:34:00,192] INFO 1 change detected
[2025-11-03 03:34:00,598] INFO 1 change detected
[2025-11-03 03:34:01,013] INFO 1 change detected
[2025-11-03 03:34:01,371] INFO 1 change detected
[2025-11-03 03:34:01,780] INFO 1 change detected
[2025-11-03 03:34:02,184] INFO 1 change detected
[2025-11-03 03:34:02,603] INFO 1 change detected
[2025-11-03 03:34:03,019] INFO 1 change detected
[2025-11-03 03:34:03,436] INFO 1 change detected
[2025-11-03 03:34:03,843] INFO 1 change detected
[2025-11-03 03:34:04,249] INFO 1 change detected
[2025-11-03 03:34:04,655] INFO 1 change detected
[2025-11-03 03:34:05,022] INFO 1 change detected
[2025-11-03 03:34:05,430] INFO 1 change detected
[2025-11-03 03:34:05,848] INFO 1 change detected
[2025-11-03 03:34:06,265] INFO 1 change detected
[2025-11-03 03:34:06,632] INFO 1 change detected
[2025-11-03 03:34:07,040] INFO 1 change detected
[2025-11-03 03:34:07,445] INFO 1 change detected
[2025-11-03 03:34:07,850] INFO 1 change detected
[2025-11-03 03:34:08,256] INFO 1 change detected
[2025-11-03 03:34:08,660] INFO 1 change detected
[2025-11-03 03:34:09,065] INFO 1 change detected
[2025-11-03 03:34:09,470] INFO 1 change detected
[2025-11-03 03:34:09,839] INFO 1 change detected
[2025-11-03 03:34:10,247] INFO 1 change detected
[2025-11-03 03:34:10,649] INFO 1 change detected
[2025-11-03 03:34:11,068] INFO 1 change detected
[2025-11-03 03:34:11,471] INFO 1 change detected
[2025-11-03 03:34:11,838] INFO 1 change detected
[2025-11-03 03:34:12,248] INFO 1 change detected
[2025-11-03 03:34:12,652] INFO 1 change detected
[2025-11-03 03:34:13,059] INFO 1 change detected
[2025-11-03 03:34:13,468] INFO 1 change detected
[2025-11-03 03:34:13,887] INFO 1 change detected
[2025-11-03 03:34:14,304] INFO 1 change detected
[2025-11-03 03:34:14,711] INFO 1 change detected
[2025-11-03 03:34:15,128] INFO 1 change detected
[2025-11-03 03:34:15,533] INFO 1 change detected
[2025-11-03 03:34:15,902] INFO 1 change detected
[2025-11-03 03:34:16,309] INFO 1 change detected
[2025-11-03 03:34:16,714] INFO 1 change detected
[2025-11-03 03:34:17,121] INFO 1 change detected
[2025-11-03 03:34:17,538] INFO 1 change detected
[2025-11-03 03:34:17,944] INFO 1 change detected
[2025-11-03 03:34:18,349] INFO 1 change detected
[2025-11-03 03:34:18,704] INFO 2 changes detected
[2025-11-03 03:34:19,361] INFO 2 changes detected
[2025-11-03 03:34:20,335] INFO 1 change detected
[2025-11-03 03:34:20,699] INFO 1 change detected
[2025-11-03 03:34:21,061] INFO 1 change detected
[2025-11-03 03:34:21,421] INFO 1 change detected
[2025-11-03 03:34:21,778] INFO 1 change detected
[2025-11-03 03:34:22,136] INFO 1 change detected
[2025-11-03 03:34:22,493] INFO 1 change detected
[2025-11-03 03:34:22,849] INFO 1 change detected
[2025-11-03 03:34:23,256] INFO 1 change detected
[2025-11-03 03:34:23,660] INFO 1 change detected
[2025-11-03 03:34:24,065] INFO 1 change detected
[2025-11-03 03:34:24,433] INFO 1 change detected
[2025-11-03 03:34:24,838] INFO 1 change detected
[2025-11-03 03:34:25,242] INFO 1 change detected
[2025-11-03 03:34:25,660] INFO 1 change detected
[2025-11-03 03:34:26,065] INFO 1 change detected
[2025-11-03 03:34:26,471] INFO 1 change detected
[2025-11-03 03:34:26,875] INFO 1 change detected
[2025-11-03 03:34:27,243] INFO 1 change detected
[2025-11-03 03:34:27,653] INFO 1 change detected
[2025-11-03 03:34:28,070] INFO 1 change detected
[2025-11-03 03:34:28,474] INFO 1 change detected
[2025-11-03 03:34:28,879] INFO 1 change detected
[2025-11-03 03:34:29,282] INFO 1 change detected
[2025-11-03 03:34:29,687] INFO 1 change detected
[2025-11-03 03:34:30,091] INFO 1 change detected
[2025-11-03 03:34:30,494] INFO 1 change detected
[2025-11-03 03:34:30,900] INFO 1 change detected
[2025-11-03 03:34:31,318] INFO 1 change detected
[2025-11-03 03:34:31,723] INFO 1 change detected
[2025-11-03 03:34:32,133] INFO 1 change detected
[2025-11-03 03:34:32,549] INFO 1 change detected
[2025-11-03 03:34:32,954] INFO 1 change detected
[2025-11-03 03:34:33,358] INFO 1 change detected
[2025-11-03 03:34:33,762] INFO 1 change detected
[2025-11-03 03:34:34,167] INFO 1 change detected
[2025-11-03 03:34:34,571] INFO 1 change detected
[2025-11-03 03:34:34,988] INFO 1 change detected
[2025-11-03 03:34:35,409] INFO 1 change detected
[2025-11-03 03:34:35,813] INFO 1 change detected
[2025-11-03 03:34:36,218] INFO 1 change detected
[2025-11-03 03:34:36,621] INFO 1 change detected
[2025-11-03 03:34:37,027] INFO 1 change detected
[2025-11-03 03:34:37,435] INFO 1 change detected
[2025-11-03 03:34:37,844] INFO 1 change detected
[2025-11-03 03:34:38,249] INFO 1 change detected
[2025-11-03 03:34:38,654] INFO 1 change detected
[2025-11-03 03:34:39,059] INFO 1 change detected
[2025-11-03 03:34:39,467] INFO 1 change detected
[2025-11-03 03:34:39,872] INFO 1 change detected
[2025-11-03 03:34:40,278] INFO 1 change detected
[2025-11-03 03:34:40,648] INFO 1 change detected
[2025-11-03 03:34:41,055] INFO 1 change detected
[2025-11-03 03:34:41,461] INFO 1 change detected
[2025-11-03 03:34:41,863] INFO 1 change detected
[2025-11-03 03:34:42,273] INFO 1 change detected
[2025-11-03 03:34:42,687] INFO 1 change detected
[2025-11-03 03:34:43,092] INFO 1 change detected
[2025-11-03 03:34:43,509] INFO 1 change detected
[2025-11-03 03:34:43,878] INFO 1 change detected
[2025-11-03 03:34:44,286] INFO 1 change detected
[2025-11-03 03:34:44,703] INFO 1 change detected
[2025-11-03 03:34:45,063] INFO 1 change detected
[2025-11-03 03:34:45,497] INFO 1 change detected
[2025-11-03 03:34:45,901] INFO 1 change detected
[2025-11-03 03:34:46,305] INFO 1 change detected
[2025-11-03 03:34:46,722] INFO 1 change detected
[2025-11-03 03:34:47,142] INFO 1 change detected
[2025-11-03 03:34:47,546] INFO 1 change detected
[2025-11-03 03:34:47,913] INFO 1 change detected
[2025-11-03 03:34:48,322] INFO 1 change detected
[2025-11-03 03:34:48,740] INFO 1 change detected
[2025-11-03 03:34:49,145] INFO 1 change detected
[2025-11-03 03:34:49,514] INFO 1 change detected
[2025-11-03 03:34:49,919] INFO 1 change detected
[2025-11-03 03:34:50,326] INFO 1 change detected
[2025-11-03 03:34:50,745] INFO 1 change detected
[2025-11-03 03:34:51,161] INFO 1 change detected
[2025-11-03 03:34:51,566] INFO 1 change detected
[2025-11-03 03:34:51,935] INFO 1 change detected
[2025-11-03 03:34:52,342] INFO 1 change detected
[2025-11-03 03:34:52,757] INFO 1 change detected
[2025-11-03 03:34:53,160] INFO 1 change detected
[2025-11-03 03:34:53,567] INFO 1 change detected
[2025-11-03 03:34:53,972] INFO 1 change detected
[2025-11-03 03:34:54,376] INFO 1 change detected
[2025-11-03 03:34:54,780] INFO 1 change detected
[2025-11-03 03:34:55,184] INFO 1 change detected
[2025-11-03 03:34:55,590] INFO 1 change detected
[2025-11-03 03:34:55,995] INFO 1 change detected
[2025-11-03 03:34:56,401] INFO 1 change detected
[2025-11-03 03:34:56,818] INFO 1 change detected
[2025-11-03 03:34:57,222] INFO 1 change detected
[2025-11-03 03:34:57,639] INFO 1 change detected
[2025-11-03 03:34:58,043] INFO 1 change detected
[2025-11-03 03:34:58,411] INFO 1 change detected
[2025-11-03 03:34:58,820] INFO 1 change detected
[2025-11-03 03:34:59,225] INFO 1 change detected
[2025-11-03 03:34:59,629] INFO 1 change detected
[2025-11-03 03:35:00,034] INFO 1 change detected
[2025-11-03 03:35:00,454] INFO 1 change detected
[2025-11-03 03:35:00,857] INFO 5 changes detected
[2025-11-03 03:35:01,266] INFO 1 change detected
[2025-11-03 03:35:01,684] INFO 1 change detected
[2025-11-03 03:35:02,101] INFO 1 change detected
[2025-11-03 03:35:02,506] INFO 1 change detected
[2025-11-03 03:35:02,911] INFO 1 change detected
[2025-11-03 03:35:03,315] INFO 1 change detected
[2025-11-03 03:35:03,733] INFO 1 change detected
[2025-11-03 03:35:04,099] INFO 1 change detected
[2025-11-03 03:35:04,505] INFO 1 change detected
[2025-11-03 03:35:04,922] INFO 1 change detected
[2025-11-03 03:35:05,341] INFO 1 change detected
[2025-11-03 03:35:05,707] INFO 1 change detected
[2025-11-03 03:35:06,112] INFO 1 change detected
[2025-11-03 03:35:06,516] INFO 1 change detected
[2025-11-03 03:35:06,935] INFO 1 change detected
[2025-11-03 03:35:07,352] INFO 1 change detected
[2025-11-03 03:35:07,756] INFO 1 change detected
[2025-11-03 03:35:08,123] INFO 1 change detected
[2025-11-03 03:35:08,533] INFO 1 change detected
[2025-11-03 03:35:08,950] INFO 1 change detected
[2025-11-03 03:35:09,366] INFO 1 change detected
[2025-11-03 03:35:09,783] INFO 1 change detected
[2025-11-03 03:35:10,189] INFO 1 change detected
[2025-11-03 03:35:10,606] INFO 1 change detected
[2025-11-03 03:35:11,010] INFO 1 change detected
[2025-11-03 03:35:11,415] INFO 1 change detected
[2025-11-03 03:35:11,770] INFO 1 change detected
[2025-11-03 03:35:12,228] INFO 1 change detected
[2025-11-03 03:35:12,594] INFO 1 change detected
[2025-11-03 03:35:13,002] INFO 1 change detected
[2025-11-03 03:35:13,421] INFO 1 change detected
[2025-11-03 03:35:13,826] INFO 1 change detected
[2025-11-03 03:35:14,233] INFO 1 change detected
[2025-11-03 03:35:14,638] INFO 1 change detected
[2025-11-03 03:35:15,041] INFO 1 change detected
[2025-11-03 03:35:15,448] INFO 1 change detected
[2025-11-03 03:35:15,850] INFO 1 change detected
[2025-11-03 03:35:16,257] INFO 1 change detected
[2025-11-03 03:35:16,678] INFO 1 change detected
[2025-11-03 03:35:17,083] INFO 1 change detected
[2025-11-03 03:35:17,455] INFO 1 change detected
[2025-11-03 03:35:17,862] INFO 1 change detected
[2025-11-03 03:35:18,280] INFO 1 change detected
[2025-11-03 03:35:18,701] INFO 1 change detected
[2025-11-03 03:35:19,072] INFO 1 change detected
[2025-11-03 03:35:19,482] INFO 1 change detected
[2025-11-03 03:35:19,898] INFO 1 change detected
[2025-11-03 03:35:20,265] INFO 1 change detected
[2025-11-03 03:35:20,673] INFO 1 change detected
[2025-11-03 03:35:21,077] INFO 1 change detected
[2025-11-03 03:35:21,482] INFO 1 change detected
[2025-11-03 03:35:21,890] INFO 1 change detected
[2025-11-03 03:35:22,304] INFO 1 change detected
[2025-11-03 03:35:22,689] INFO 1 change detected
[2025-11-03 03:35:23,101] INFO 1 change detected
[2025-11-03 03:35:23,505] INFO 1 change detected
[2025-11-03 03:35:23,910] INFO 1 change detected
[2025-11-03 03:35:24,317] INFO 1 change detected
[2025-11-03 03:35:24,669] INFO 1 change detected
[2025-11-03 03:35:25,079] INFO 1 change detected
[2025-11-03 03:35:25,489] INFO 1 change detected
[2025-11-03 03:35:25,894] INFO 1 change detected
[2025-11-03 03:35:26,297] INFO 1 change detected
[2025-11-03 03:35:26,703] INFO 1 change detected
[2025-11-03 03:35:27,107] INFO 1 change detected
[2025-11-03 03:35:27,512] INFO 1 change detected
[2025-11-03 03:35:27,916] INFO 1 change detected
[2025-11-03 03:35:28,324] INFO 1 change detected
[2025-11-03 03:35:28,728] INFO 1 change detected
[2025-11-03 03:35:29,132] INFO 1 change detected
[2025-11-03 03:35:29,537] INFO 1 change detected
[2025-11-03 03:35:29,956] INFO 1 change detected
[2025-11-03 03:35:30,361] INFO 1 change detected
[2025-11-03 03:35:30,765] INFO 1 change detected
[2025-11-03 03:35:31,134] INFO 1 change detected
[2025-11-03 03:35:31,542] INFO 1 change detected
[2025-11-03 03:35:31,946] INFO 1 change detected
[2025-11-03 03:35:32,351] INFO 1 change detected
[2025-11-03 03:35:32,772] INFO 1 change detected
[2025-11-03 03:35:33,176] INFO 1 change detected
[2025-11-03 03:35:33,584] INFO 1 change detected
[2025-11-03 03:35:33,987] INFO 1 change detected
[2025-11-03 03:35:34,391] INFO 1 change detected
[2025-11-03 03:35:34,794] INFO 1 change detected
[2025-11-03 03:35:35,213] INFO 1 change detected
[2025-11-03 03:35:35,577] INFO 1 change detected
[2025-11-03 03:35:35,985] INFO 1 change detected
[2025-11-03 03:35:36,390] INFO 1 change detected
[2025-11-03 03:35:36,796] INFO 1 change detected
[2025-11-03 03:35:37,249] INFO 1 change detected
[2025-11-03 03:35:37,653] INFO 1 change detected
[2025-11-03 03:35:38,073] INFO 1 change detected
[2025-11-03 03:35:38,431] INFO 1 change detected
[2025-11-03 03:35:38,839] INFO 1 change detected
[2025-11-03 03:35:39,258] INFO 1 change detected
[2025-11-03 03:35:39,676] INFO 1 change detected
[2025-11-03 03:35:40,085] INFO 1 change detected
[2025-11-03 03:35:40,444] INFO 1 change detected
[2025-11-03 03:35:40,905] INFO 2 changes detected
[2025-11-03 03:35:41,323] INFO 1 change detected
[2025-11-03 03:35:41,729] INFO 1 change detected
[2025-11-03 03:35:42,144] INFO 1 change detected
[2025-11-03 03:35:42,548] INFO 1 change detected
[2025-11-03 03:35:42,915] INFO 1 change detected
[2025-11-03 03:35:43,324] INFO 1 change detected
[2025-11-03 03:35:43,729] INFO 1 change detected
[2025-11-03 03:35:44,138] INFO 1 change detected
[2025-11-03 03:35:44,545] INFO 1 change detected
[2025-11-03 03:35:44,949] INFO 1 change detected
[2025-11-03 03:35:45,365] INFO 1 change detected
[2025-11-03 03:35:45,771] INFO 1 change detected
[2025-11-03 03:35:46,139] INFO 1 change detected
[2025-11-03 03:35:46,546] INFO 1 change detected
[2025-11-03 03:35:46,949] INFO 1 change detected
[2025-11-03 03:35:47,353] INFO 1 change detected
[2025-11-03 03:35:47,769] INFO 1 change detected
[2025-11-03 03:35:48,185] INFO 1 change detected
[2025-11-03 03:35:48,591] INFO 1 change detected
[2025-11-03 03:35:48,994] INFO 1 change detected
[2025-11-03 03:35:49,398] INFO 1 change detected
[2025-11-03 03:35:49,804] INFO 1 change detected
[2025-11-03 03:35:50,170] INFO 1 change detected
[2025-11-03 03:35:50,576] INFO 1 change detected
[2025-11-03 03:35:50,981] INFO 1 change detected
[2025-11-03 03:35:51,399] INFO 1 change detected
[2025-11-03 03:35:51,806] INFO 1 change detected
[2025-11-03 03:35:52,213] INFO 1 change detected
[2025-11-03 03:35:52,633] INFO 1 change detected
[2025-11-03 03:35:53,004] INFO 1 change detected
[2025-11-03 03:35:53,413] INFO 1 change detected
[2025-11-03 03:35:53,819] INFO 1 change detected
[2025-11-03 03:35:54,222] INFO 1 change detected
[2025-11-03 03:35:54,628] INFO 1 change detected
[2025-11-03 03:35:55,064] INFO 1 change detected
[2025-11-03 03:35:55,471] INFO 1 change detected
[2025-11-03 03:35:55,841] INFO 1 change detected
[2025-11-03 03:35:56,252] INFO 1 change detected
[2025-11-03 03:35:56,657] INFO 1 change detected
[2025-11-03 03:35:57,077] INFO 1 change detected
[2025-11-03 03:35:57,495] INFO 1 change detected
[2025-11-03 03:35:57,897] INFO 1 change detected
[2025-11-03 03:35:58,303] INFO 1 change detected
[2025-11-03 03:35:58,671] INFO 1 change detected
[2025-11-03 03:35:59,081] INFO 1 change detected
[2025-11-03 03:35:59,485] INFO 1 change detected
[2025-11-03 03:35:59,902] INFO 1 change detected
[2025-11-03 03:36:00,306] INFO 1 change detected
[2025-11-03 03:36:00,709] INFO 1 change detected
[2025-11-03 03:36:01,127] INFO 1 change detected
[2025-11-03 03:36:01,534] INFO 1 change detected
[2025-11-03 03:36:01,938] INFO 1 change detected
[2025-11-03 03:36:02,342] INFO 1 change detected
[2025-11-03 03:36:02,744] INFO 1 change detected
[2025-11-03 03:36:03,163] INFO 1 change detected
[2025-11-03 03:36:03,531] INFO 1 change detected
[2025-11-03 03:36:03,937] INFO 1 change detected
